DT_1,PRECIP,DUR,INT,ANT,BTW,CUM,SUM_BEF_TTH,SUM_AFT_TTH,D_CON,T_CON,SID,INT_BEF_30,INT_AFT_30
2000-01-01T09:20:00Z,1.27,20,3.81,20,0,20,1.27,33.019999999999996,TRUE,FALSE,1,2.54,9.990666666666668
2000-01-01T09:27:00Z,1.778,7,15.24,7,0,27,3.048,31.749999999999996,TRUE,FALSE,1,6.096,50.8
2000-01-01T09:36:00Z,5.842,9,38.946666666666665,9,0,36,8.89,29.971999999999998,TRUE,FALSE,1,17.018,54.86399999999999
2000-01-01T09:50:00Z,17.779999999999998,14,76.19999999999999,14,0,50,26.669999999999998,24.129999999999995,TRUE,FALSE,1,50.8,45.71999999999999
2000-01-01T09:57:00Z,3.8099999999999996,7,32.65714285714285,7,0,57,30.479999999999997,6.35,TRUE,FALSE,1,54.86399999999999,11.006666666666666
2000-01-01T10:05:00Z,1.27,8,9.525,8,0,65,31.749999999999996,2.54,TRUE,FALSE,1,47.01822222222222,4.572
2000-01-01T10:30:00Z,1.27,15,5.08,25,10,90,33.019999999999996,1.27,TRUE,FALSE,1,4.1275,2.54
