DT_1,PRECIP
2000-01-04T22:19:00Z,0.321733333
2000-01-04T22:23:00Z,0.246742857
2000-01-04T22:29:00Z,0.471714286
2000-01-04T22:37:00Z,0.544285714
2000-01-04T22:40:00Z,0.235857143
2000-01-04T22:52:00Z,1.016
2000-01-04T22:55:00Z,0.2794
2000-01-04T22:57:00Z,0.2286
2000-01-04T23:01:00Z,0.508
2000-01-04T23:03:00Z,0.2286
2000-01-04T23:06:00Z,0.2794
2000-01-04T23:09:00Z,0.254
2000-01-04T23:12:00Z,0.2794
2000-01-04T23:14:00Z,0.2286
2000-01-04T23:16:00Z,0.254
2000-01-04T23:18:00Z,0.2286
2000-01-04T23:21:00Z,0.3048
2000-01-04T23:22:00Z,0.0508
2000-01-04T23:23:00Z,0.3048
2000-01-04T23:24:00Z,0.254
2000-01-04T23:30:00Z,0.217714286
2000-01-04T23:31:00Z,0.290285714
2000-01-04T23:32:00Z,0.254
2000-01-04T23:36:00Z,0.145142857
2000-01-04T23:39:00Z,0.235857143
2000-01-04T23:42:00Z,0.254
2000-01-04T23:45:00Z,0.22225
2000-01-04T23:56:00Z,0.60325
2000-01-05T00:02:00Z,0.4445
2000-01-05T00:18:00Z,1.016
2000-01-05T00:22:00Z,0.272142857
2000-01-05T00:25:00Z,0.235857143
2000-01-05T00:28:00Z,0.2794
2000-01-05T00:32:00Z,0.4572
2000-01-05T00:35:00Z,0.3048
2000-01-05T00:36:00Z,0.0508
2000-01-05T00:37:00Z,0.3048
2000-01-05T00:38:00Z,0.254
2000-01-05T00:41:00Z,0.108857143
2000-01-05T00:45:00Z,0.290285714
2000-01-05T00:51:00Z,0.471714286
2000-01-05T00:55:00Z,0.258031746
2000-01-05T01:00:00Z,0.231825397
2000-01-05T01:17:00Z,0.562428571
2000-01-05T01:29:00Z,0.471714286
2000-01-05T01:37:00Z,0.258031746
2000-01-05T01:47:00Z,0.299861111
2000-01-05T01:53:00Z,0.22225
2000-01-05T01:59:00Z,0.235857143
2000-01-05T02:07:00Z,0.229809524
2000-01-05T02:23:00Z,0.257681159
2000-01-05T02:53:00Z,0.165652174
2000-01-10T14:37:00Z,0
2000-01-10T15:07:00Z,0.181428571
2000-01-10T15:19:00Z,0.224971429
2000-01-10T15:27:00Z,0.270933333
2000-01-10T15:31:00Z,0.254
2000-01-10T15:33:00Z,0.186266667
2000-01-10T15:36:00Z,0.3048
2000-01-10T15:40:00Z,0.4572
2000-01-10T15:46:00Z,0.5588
2000-01-10T15:48:00Z,0.2032
2000-01-10T15:51:00Z,0.261257143
2000-01-10T15:55:00Z,0.31447619
2000-01-10T15:57:00Z,0.186266667
2000-01-10T16:00:00Z,0.261257143
2000-01-10T16:04:00Z,0.31447619
2000-01-10T16:06:00Z,0.186266667
2000-01-10T16:11:00Z,0.508
2000-01-10T16:17:00Z,0.5588
2000-01-10T16:19:00Z,0.2286
2000-01-10T16:21:00Z,0.254
2000-01-10T16:22:00Z,0.0635
2000-01-10T16:23:00Z,0.3175
2000-01-10T16:24:00Z,0.254
2000-01-10T16:26:00Z,0.1016
2000-01-10T16:32:00Z,0.5588
2000-01-10T16:34:00Z,0.2032
2000-01-10T16:37:00Z,0.261257143
2000-01-10T16:41:00Z,0.258031746
2000-01-10T16:46:00Z,0.282222222
2000-01-10T16:50:00Z,0.282222222
2000-01-10T16:58:00Z,0.745066667
2000-01-10T17:00:00Z,0.2286
2000-01-10T17:01:00Z,0.0635
2000-01-10T17:02:00Z,0.3175
2000-01-10T17:03:00Z,0.254
2000-01-10T17:05:00Z,0.1016
2000-01-10T17:10:00Z,0.508
2000-01-10T17:13:00Z,0.2794
2000-01-10T17:16:00Z,0.254
2000-01-10T17:19:00Z,0.2794
2000-01-10T17:21:00Z,0.2286
2000-01-10T17:23:00Z,0.254
2000-01-10T17:25:00Z,0.2286
2000-01-10T17:28:00Z,0.3048
2000-01-10T17:30:00Z,0.2286
2000-01-10T17:32:00Z,0.254
2000-01-10T17:33:00Z,0.0635
2000-01-10T17:34:00Z,0.3175
2000-01-10T17:36:00Z,0.508
2000-01-10T17:39:00Z,0.1905
2000-01-10T17:40:00Z,0.3175
2000-01-10T17:41:00Z,0.254
2000-01-10T17:43:00Z,0.1016
2000-01-10T17:49:00Z,0.5588
2000-01-10T17:51:00Z,0.2286
2000-01-10T17:53:00Z,0.254
2000-01-10T17:55:00Z,0.2286
2000-01-10T17:58:00Z,0.24765
2000-01-10T18:03:00Z,0.299861111
2000-01-10T18:07:00Z,0.282222222
2000-01-10T18:08:00Z,0.042333333
2000-01-10T18:09:00Z,0.296333333
2000-01-10T18:10:00Z,0.254
2000-01-10T18:14:00Z,0.145142857
2000-01-10T18:17:00Z,0.261257143
2000-01-10T18:19:00Z,0.1524
2000-01-10T18:27:00Z,0.387927273
2000-01-10T18:30:00Z,0.196272727
2000-01-10T18:33:00Z,0.2794
2000-01-10T18:35:00Z,0.2032
2000-01-10T18:38:00Z,0.2032
2000-01-10T18:50:00Z,0.287866667
2000-01-10T19:14:00Z,0.299035461
2000-01-10T19:37:00Z,0.301328175
2000-01-10T19:47:00Z,0.140469697
2000-01-10T19:48:00Z,0.00635
2000-01-10T20:17:00Z,0.306916667
2000-01-10T20:48:00Z,0.131233333
2000-01-13T06:54:00Z,0
2000-01-13T07:24:00Z,0.238125
2000-01-13T07:26:00Z,0.117475
2000-01-13T07:29:00Z,0.2794
2000-01-13T07:32:00Z,0.254
2000-01-13T07:35:00Z,0.22225
2000-01-13T07:40:00Z,0.28575
2000-01-13T07:45:00Z,0.254
2000-01-13T07:50:00Z,0.163285714
2000-01-13T08:03:00Z,0.094342857
2000-01-13T08:20:00Z,0.221507792
2000-01-13T08:33:00Z,0.075045455
2000-01-13T08:47:00Z,0.235426877
2000-01-13T08:56:00Z,0.219707094
2000-01-13T09:06:00Z,0.292434211
2000-01-13T09:12:00Z,0.212480769
2000-01-13T09:19:00Z,0.255302564
2000-01-13T09:27:00Z,0.232228571
2000-01-13T09:40:00Z,0.248960317
2000-01-13T10:03:00Z,0.272504193
2000-01-13T10:04:00Z,0.004792453
2000-01-13T10:33:00Z,0.261747799
2000-01-13T11:04:00Z,0.131233333
2000-01-13T11:09:00Z,0
2000-01-13T11:39:00Z,0.136071429
2000-01-13T12:05:00Z,0.235857143
2000-01-13T12:34:00Z,0.131535714
2000-01-13T12:35:00Z,0.008840799
2000-01-13T13:04:00Z,0.124847458
2000-01-13T13:33:00Z,0.323928539
2000-01-13T13:41:00Z,0.190385586
2000-01-13T13:48:00Z,0.229658333
2000-01-13T13:57:00Z,0.216616935
2000-01-13T14:19:00Z,0.287719603
2000-01-13T14:49:00Z,0.308666121
2000-01-13T15:06:00Z,0.208575043
2000-01-13T15:26:00Z,0.267553708
2000-01-13T15:45:00Z,0.269986014
2000-01-13T15:59:00Z,0.218882576
2000-01-13T16:17:00Z,0.246784091
2000-01-13T16:43:00Z,0.300181818
2000-01-13T17:01:00Z,0.199159091
2000-01-13T17:05:00Z,0.021166667
2000-01-13T17:31:00Z,0.24765
2000-01-13T18:05:00Z,0.143933333
2000-01-16T08:43:00Z,0
2000-01-16T09:43:00Z,0.254
2000-01-20T16:08:00Z,0
2000-01-20T16:51:00Z,0.182033333
2000-01-20T17:08:00Z,0.17010303
2000-01-20T17:21:00Z,0.075045455
2000-01-20T17:35:00Z,0.195527859
2000-01-20T17:52:00Z,0.312010323
2000-01-20T18:00:00Z,0.159433846
2000-01-20T18:18:00Z,0.306474725
2000-01-20T18:35:00Z,0.277585714
2000-01-20T18:46:00Z,0.216202381
2000-01-20T18:59:00Z,0.23470098
2000-01-20T19:20:00Z,0.280928865
2000-01-20T19:42:00Z,0.237415027
2000-01-20T20:12:00Z,0.146538462
2000-01-20T20:49:00Z,0
2000-01-20T21:49:00Z,0.254
2000-01-20T22:16:00Z,0
2000-01-20T22:53:00Z,0.156633333
2000-01-20T23:16:00Z,0.194733333
2000-01-20T23:53:00Z,0.156633333
2000-01-25T05:51:00Z,0
2000-01-25T06:21:00Z,0.195384615
2000-01-25T06:30:00Z,0.201490385
2000-01-25T06:37:00Z,0.238125
2000-01-25T06:44:00Z,0.288636364
2000-01-25T06:48:00Z,0.184727273
2000-01-25T07:06:00Z,0.796636364
2000-01-25T07:12:00Z,0.2794
2000-01-25T07:16:00Z,0.214488889
2000-01-25T07:21:00Z,0.282222222
2000-01-25T07:25:00Z,0.239888889
2000-01-25T07:29:00Z,0.254
2000-01-25T07:33:00Z,0.272142857
2000-01-25T07:36:00Z,0.217714286
2000-01-25T07:44:00Z,0.544285714
2000-01-25T07:47:00Z,0.217714286
2000-01-25T07:51:00Z,0.272142857
2000-01-25T07:55:00Z,0.239888889
2000-01-25T08:00:00Z,0.246944444
2000-01-25T08:13:00Z,0.529166667
2000-01-25T08:19:00Z,0.2794
2000-01-25T08:23:00Z,0.2286
2000-01-25T08:31:00Z,0.508
2000-01-25T08:35:00Z,0.219363636
2000-01-25T08:42:00Z,0.266224599
2000-01-25T08:52:00Z,0.276411765
2000-01-25T09:02:00Z,0.268111111
2000-01-25T09:10:00Z,0.269196581
2000-01-25T09:15:00Z,0.224692308
2000-01-25T09:20:00Z,0.254
2000-01-25T09:25:00Z,0.268111111
2000-01-25T09:29:00Z,0.258031746
2000-01-25T09:35:00Z,0.471714286
2000-01-25T09:43:00Z,0.544285714
2000-01-25T09:46:00Z,0.235857143
2000-01-25T10:04:00Z,1.524
2000-01-25T10:07:00Z,0.2794
2000-01-25T10:09:00Z,0.2032
2000-01-25T10:12:00Z,0.2794
2000-01-25T10:24:00Z,1.016
2000-01-25T10:27:00Z,0.2794
2000-01-25T10:29:00Z,0.2286
2000-01-25T10:35:00Z,0.762
2000-01-25T10:37:00Z,0.2286
2000-01-25T10:40:00Z,0.3048
2000-01-25T10:42:00Z,0.2286
2000-01-25T10:43:00Z,0.0635
2000-01-25T10:44:00Z,0.3175
2000-01-25T10:45:00Z,0.254
2000-01-25T10:47:00Z,0.127
2000-01-25T10:49:00Z,0.254
2000-01-25T10:51:00Z,0.2286
2000-01-25T10:54:00Z,0.3048
2000-01-25T10:56:00Z,0.2286
2000-01-25T10:58:00Z,0.211666667
2000-01-25T11:02:00Z,0.296333333
2000-01-25T11:06:00Z,0.254
2000-01-25T11:10:00Z,0.239888889
2000-01-25T11:15:00Z,0.282222222
2000-01-25T11:19:00Z,0.239888889
2000-01-25T11:27:00Z,0.508
2000-01-25T11:31:00Z,0.272142857
2000-01-25T11:41:00Z,0.725714286
2000-01-25T11:45:00Z,0.246742857
2000-01-25T11:51:00Z,0.24765
2000-01-25T12:01:00Z,0.252824074
2000-01-25T12:18:00Z,0.260344531
2000-01-25T12:44:00Z,0.366613653
2000-01-25T12:49:00Z,0.120342742
2000-01-25T13:00:00Z,0.314325
2000-01-25T13:09:00Z,0.2413
2000-01-25T13:18:00Z,0.185615385
2000-01-25T13:48:00Z,0.195384615
2000-01-25T15:42:00Z,0
2000-01-25T16:42:00Z,0.254
2000-01-25T20:20:00Z,0
2000-01-25T20:50:00Z,0.165652174
2000-01-25T21:06:00Z,0.207877238
2000-01-25T21:24:00Z,0.245982783
2000-01-25T21:47:00Z,0.367180113
2000-01-25T21:50:00Z,0.181707692
2000-01-25T21:52:00Z,0.174171429
2000-01-25T21:57:00Z,0.221116071
2000-01-25T22:24:00Z,0.4048125
2000-01-25T22:33:00Z,0.226785714
2000-01-25T22:38:00Z,0.217714286
2000-01-25T22:43:00Z,0.163285714
2000-01-25T23:13:00Z,0.217714286
2000-01-26T02:40:00Z,0
2000-01-26T03:10:00Z,0.138545455
2000-01-26T03:35:00Z,0.230909091
2000-01-26T04:05:00Z,0.138545455
2000-01-26T06:30:00Z,0
2000-01-26T07:30:00Z,0.254
2000-01-31T02:31:00Z,0
2000-01-31T03:01:00Z,0.155510204
2000-01-31T03:20:00Z,0.259356463
2000-01-31T03:31:00Z,0.161279675
2000-01-31T03:38:00Z,0.043365854
2000-01-31T04:01:00Z,0.296224647
2000-01-31T04:08:00Z,0.046789474
2000-01-31T04:16:00Z,0.256673684
2000-01-31T04:18:00Z,0.1524
2000-01-31T04:23:00Z,0.508
2000-01-31T04:26:00Z,0.261257143
2000-01-31T04:30:00Z,0.290285714
2000-01-31T04:33:00Z,0.261257143
2000-01-31T04:35:00Z,0.2032
2000-01-31T04:38:00Z,0.211015385
2000-01-31T04:48:00Z,0.34479638
2000-01-31T04:55:00Z,0.252754902
2000-01-31T05:00:00Z,0.185208333
2000-01-31T05:11:00Z,0.34925
2000-01-31T05:16:00Z,0.194829545
2000-01-31T05:22:00Z,0.290945455
2000-01-31T05:26:00Z,0.214488889
2000-01-31T05:31:00Z,0.282222222
2000-01-31T05:35:00Z,0.214488889
2000-01-31T05:41:00Z,0.24765
2000-01-31T05:51:00Z,0.28575
2000-01-31T06:01:00Z,0.268111111
2000-01-31T06:09:00Z,0.180622222
2000-01-31T06:31:00Z,0.293728205
2000-01-31T07:01:00Z,0.146538462
2000-02-05T08:50:00Z,0
2000-02-05T09:20:00Z,0.169333333
2000-02-05T09:35:00Z,0.231205128
2000-02-05T09:46:00Z,0.17560788
2000-02-05T10:16:00Z,0.185853659
2000-02-11T06:44:00Z,0
2000-02-11T07:14:00Z,0.1524
2000-02-11T07:34:00Z,0.2032
2000-02-11T08:04:00Z,0.1524
2000-02-11T09:34:00Z,0
2000-02-11T10:04:00Z,0.141111111
2000-02-11T10:28:00Z,0.225777778
2000-02-11T10:58:00Z,0.141111111
2000-02-11T13:05:00Z,0
2000-02-11T14:05:00Z,0.254
2000-02-14T00:28:00Z,0
2000-02-14T00:58:00Z,0.195384615
2000-02-14T01:07:00Z,0.211015385
2000-02-14T01:13:00Z,0.174171429
2000-02-14T01:28:00Z,0.279120879
2000-02-14T01:52:00Z,0.33560181
2000-02-14T02:02:00Z,0.244039216
2000-02-14T02:07:00Z,0.211666667
2000-02-14T02:12:00Z,0.28575
2000-02-14T02:15:00Z,0.22225
2000-02-14T02:18:00Z,0.2794
2000-02-14T02:20:00Z,0.2286
2000-02-14T02:22:00Z,0.254
2000-02-14T02:24:00Z,0.2286
2000-02-14T02:27:00Z,0.2794
2000-02-14T02:34:00Z,0.550333333
2000-02-14T02:36:00Z,0.169333333
2000-02-14T02:40:00Z,0.26169697
2000-02-14T02:47:00Z,0.242454545
2000-02-14T03:02:00Z,0.268431818
2000-02-14T03:27:00Z,0.345514706
2000-02-14T03:36:00Z,0.162485294
2000-02-14T03:51:00Z,0.31115
2000-02-14T04:01:00Z,0.2032
2000-02-14T04:16:00Z,0.318052174
2000-02-14T04:24:00Z,0.257681159
2000-02-14T04:28:00Z,0.197555556
2000-02-14T04:33:00Z,0.322539683
2000-02-14T04:39:00Z,0.471714286
2000-02-14T04:42:00Z,0.217714286
2000-02-14T04:46:00Z,0.237506494
2000-02-14T04:53:00Z,0.272761364
2000-02-14T05:06:00Z,0.460375
2000-02-14T05:18:00Z,0.335642857
2000-02-14T05:27:00Z,0.284703297
2000-02-14T05:31:00Z,0.179753846
2000-02-14T05:37:00Z,0.261257143
2000-02-14T05:45:00Z,0.301450549
2000-02-14T05:50:00Z,0.279120879
2000-02-14T05:52:00Z,0.199571429
2000-02-14T06:00:00Z,1.016
2000-02-14T06:02:00Z,0.2286
2000-02-14T06:05:00Z,0.3048
2000-02-14T06:07:00Z,0.186266667
2000-02-14T06:11:00Z,0.241904762
2000-02-14T06:20:00Z,0.163285714
2000-02-14T06:21:00Z,0.272142857
2000-02-14T06:22:00Z,0.254
2000-02-14T06:25:00Z,0.1905
2000-02-14T06:26:00Z,0.3175
2000-02-14T06:27:00Z,0.254
2000-02-14T06:29:00Z,0.127
2000-02-14T06:31:00Z,0.2286
2000-02-14T06:33:00Z,0.1016
2000-02-14T06:34:00Z,0.3048
2000-02-14T06:35:00Z,0.254
2000-02-14T06:36:00Z,0
2000-02-14T06:37:00Z,0.254
2000-02-14T06:38:00Z,0.508
2000-02-14T06:40:00Z,0.1016
2000-02-14T06:46:00Z,0.5588
2000-02-14T06:48:00Z,0.2286
2000-02-14T06:50:00Z,0.254
2000-02-14T06:51:00Z,0.0635
2000-02-14T06:52:00Z,0.3175
2000-02-14T06:54:00Z,0.508
2000-02-14T07:08:00Z,0.197555556
2000-02-14T07:12:00Z,0.094074074
2000-02-14T07:35:00Z,0.425013228
2000-02-14T07:40:00Z,0.186468254
2000-02-14T07:43:00Z,0.084666667
2000-02-14T07:44:00Z,0.282222222
2000-02-14T07:45:00Z,0.254
2000-02-14T07:51:00Z,0.127
2000-02-14T07:57:00Z,0.2032
2000-02-14T08:11:00Z,0.258618182
2000-02-14T08:16:00Z,0.028863636
2000-02-14T08:41:00Z,0.342755682
2000-02-14T08:46:00Z,0.0396875
2000-02-14T08:48:00Z,0.142875
2000-02-14T08:50:00Z,0.150090909
2000-02-14T09:10:00Z,0.451778656
2000-02-14T09:12:00Z,0.022086957
2000-02-14T09:13:00Z,0.265043478
2000-02-14T09:14:00Z,0.254
2000-02-14T09:16:00Z,0.1016
2000-02-14T09:19:00Z,0.2794
2000-02-14T09:21:00Z,0.084666667
2000-02-14T09:22:00Z,0.296333333
2000-02-14T09:23:00Z,0.254
2000-02-14T09:24:00Z,0
2000-02-14T09:25:00Z,0.762
2000-02-14T09:26:00Z,0.254
2000-02-14T09:28:00Z,0.023090909
2000-02-14T09:48:00Z,0.372020202
2000-02-14T10:04:00Z,0.326783626
2000-02-14T10:07:00Z,0.192505263
2000-02-14T10:09:00Z,0.2286
2000-02-14T10:11:00Z,0.142875
2000-02-14T10:13:00Z,0.015875
2000-02-14T10:41:00Z,0.42545
2000-02-14T10:43:00Z,0.014514286
2000-02-14T10:48:00Z,0.10684127
2000-02-14T11:01:00Z,0.377679739
2000-02-14T11:04:00Z,0.044823529
2000-02-14T11:05:00Z,0.268941176
2000-02-14T11:06:00Z,0.254
2000-02-14T11:12:00Z,0.1524
2000-02-14T11:16:00Z,0.186266667
2000-02-14T11:24:00Z,0.354060606
2000-02-14T11:27:00Z,0.164522727
2000-02-14T11:32:00Z,0.256442308
2000-02-14T11:39:00Z,0.136769231
2000-02-14T11:40:00Z,0.273538462
2000-02-14T11:41:00Z,0.254
2000-02-14T11:42:00Z,0
2000-02-14T11:46:00Z,1.016
2000-02-14T11:48:00Z,0.254
2000-02-14T11:50:00Z,0.3556
2000-02-14T11:53:00Z,0.2032
2000-02-14T12:05:00Z,0.275771429
2000-02-14T12:35:00Z,0.181428571
2000-02-16T07:24:00Z,0
2000-02-16T07:54:00Z,0.136071429
2000-02-16T08:20:00Z,0.235857143
2000-02-16T08:50:00Z,0.136071429
2000-02-19T11:31:00Z,0
2000-02-19T12:01:00Z,0.165652174
2000-02-19T12:17:00Z,0.2194446
2000-02-19T12:32:00Z,0.241965726
2000-02-19T12:49:00Z,0.240254573
2000-02-19T13:13:00Z,0.261571816
2000-02-19T13:43:00Z,0.141111111
2000-02-19T13:55:00Z,0
2000-02-19T14:55:00Z,0.254
2000-02-20T09:46:00Z,0
2000-02-20T10:16:00Z,0.16212766
2000-02-20T10:33:00Z,0.22680984
2000-02-20T10:48:00Z,0.238125
2000-02-20T11:05:00Z,0.294863426
2000-02-20T11:15:00Z,0.243485839
2000-02-20T11:22:00Z,0.223121569
2000-02-20T11:30:00Z,0.262466667
2000-02-20T11:38:00Z,0.254
2000-02-20T11:46:00Z,0.272142857
2000-02-20T11:52:00Z,0.299357143
2000-02-20T11:54:00Z,0.1651
2000-02-20T11:57:00Z,0.261257143
2000-02-20T12:01:00Z,0.258031746
2000-02-20T12:19:00Z,1.016
2000-02-20T12:24:00Z,0.299861111
2000-02-20T12:27:00Z,0.204107143
2000-02-20T12:31:00Z,0.258031746
2000-02-20T12:36:00Z,0.246944444
2000-02-20T12:43:00Z,0.2667
2000-02-20T12:51:00Z,0.280609524
2000-02-20T12:57:00Z,0.226087912
2000-02-20T13:04:00Z,0.273538462
2000-02-20T13:10:00Z,0.218830769
2000-02-20T13:28:00Z,0.5588
2000-02-20T13:44:00Z,0.524933333
2000-02-20T13:49:00Z,0.1905
2000-02-20T13:56:00Z,0.284935897
2000-02-20T14:02:00Z,0.218830769
2000-02-20T14:11:00Z,0.286870588
2000-02-20T14:19:00Z,0.264672269
2000-02-20T14:25:00Z,0.226087912
2000-02-20T14:32:00Z,0.241357466
2000-02-20T14:42:00Z,0.270364146
2000-02-20T14:53:00Z,0.288269841
2000-02-20T15:00:00Z,0.225777778
2000-02-20T15:07:00Z,0.192851852
2000-02-20T15:27:00Z,0.289748148
2000-02-20T15:37:00Z,0.0508
2000-02-20T15:57:00Z,0.186266667
2000-02-20T16:37:00Z,0.169333333
2000-02-21T08:49:00Z,0
2000-02-21T09:19:00Z,0.1905
2000-02-21T09:29:00Z,0.212911765
2000-02-21T09:36:00Z,0.223121569
2000-02-21T09:59:00Z,0.778933333
2000-02-21T10:06:00Z,0.255302564
2000-02-21T10:18:00Z,0.488461538
2000-02-21T10:25:00Z,0.263769231
2000-02-21T10:32:00Z,0.275166667
2000-02-21T10:44:00Z,0.508
2000-02-21T10:49:00Z,0.232833333
2000-02-21T10:54:00Z,0.242454545
2000-02-21T11:00:00Z,0.247402597
2000-02-21T11:08:00Z,0.290285714
2000-02-21T11:14:00Z,0.235857143
2000-02-21T11:20:00Z,0.265545455
2000-02-21T11:25:00Z,0.213146853
2000-02-21T11:33:00Z,0.269196581
2000-02-21T11:43:00Z,0.282222222
2000-02-21T11:58:00Z,0.465666667
2000-02-21T12:09:00Z,0.319575163
2000-02-21T12:15:00Z,0.216647059
2000-02-21T12:21:00Z,0.244230769
2000-02-21T12:28:00Z,0.273538462
2000-02-21T12:40:00Z,0.488461538
2000-02-21T12:47:00Z,0.247894231
2000-02-21T12:56:00Z,0.230798077
2000-02-21T13:13:00Z,0.257949264
2000-02-21T13:43:00Z,0.16212766
2000-02-24T23:38:00Z,0
2000-02-25T00:08:00Z,0.217714286
2000-02-25T00:13:00Z,0.133978022
2000-02-25T00:21:00Z,0.209781377
2000-02-25T00:51:00Z,0.200526316
2000-02-25T09:55:00Z,0
2000-02-25T10:55:00Z,0.254
2000-02-25T13:27:00Z,0
2000-02-25T13:57:00Z,0.141111111
2000-02-25T14:21:00Z,0.292183007
2000-02-25T14:31:00Z,0.208390093
2000-02-25T14:40:00Z,0.263190789
2000-02-25T14:47:00Z,0.247894231
2000-02-25T14:53:00Z,0.255776224
2000-02-25T14:58:00Z,0.274204545
2000-02-25T15:01:00Z,0.1905
2000-02-25T15:06:00Z,0.28575
2000-02-25T15:17:00Z,0.5334
2000-02-25T15:21:00Z,0.246742857
2000-02-25T15:24:00Z,0.235857143
2000-02-25T15:27:00Z,0.211666667
2000-02-25T15:33:00Z,0.296333333
2000-02-25T15:39:00Z,0.244230769
2000-02-25T15:46:00Z,0.241357466
2000-02-25T15:56:00Z,0.318745098
2000-02-25T16:01:00Z,0.211666667
2000-02-25T16:06:00Z,0.217714286
2000-02-25T16:22:00Z,0.544285714
2000-02-25T16:29:00Z,0.254
2000-02-25T16:36:00Z,0.220578947
2000-02-25T16:56:00Z,0.521368421
2000-02-25T17:07:00Z,0.294105263
2000-02-25T17:15:00Z,0.242414035
2000-02-25T17:22:00Z,0.186917949
2000-02-25T17:41:00Z,0.327556561
2000-02-25T17:56:00Z,0.243438134
2000-02-25T18:10:00Z,0.30042069
2000-02-25T18:16:00Z,0.214745455
2000-02-25T18:21:00Z,0.274204545
2000-02-25T18:24:00Z,0.1905
2000-02-25T18:33:00Z,0.53975
2000-02-25T18:37:00Z,0.180473684
2000-02-25T18:52:00Z,0.315980861
2000-02-25T19:10:00Z,0.265545455
2000-02-25T19:28:00Z,0.257628571
2000-02-25T19:45:00Z,0.289448352
2000-02-25T19:54:00Z,0.214923077
2000-02-25T20:03:00Z,0.254
2000-02-25T20:12:00Z,0.235857143
2000-02-25T20:24:00Z,0.262373626
2000-02-25T20:38:00Z,0.284935897
2000-02-25T20:48:00Z,0.264583333
2000-02-25T20:54:00Z,0.137583333
2000-02-25T21:24:00Z,0.211666667
2000-02-25T21:30:00Z,0
2000-02-25T22:03:00Z,0.1397
2000-02-25T22:30:00Z,0.2286
2000-02-25T22:49:00Z,0.080433333
2000-02-25T23:03:00Z,0.119537853
2000-02-25T23:19:00Z,0.068881356
2000-02-25T23:48:00Z,0.249694915
2000-02-26T00:18:00Z,0.129152542
2000-02-26T00:42:00Z,0
2000-02-26T01:12:00Z,0.16212766
2000-02-26T01:29:00Z,0.246086626
2000-02-26T01:40:00Z,0.221263975
2000-02-26T01:52:00Z,0.237625187
2000-02-26T02:09:00Z,0.288186874
2000-02-26T02:23:00Z,0.229419355
2000-02-26T02:40:00Z,0.262661751
2000-02-26T02:58:00Z,0.225878571
2000-02-26T03:02:00Z,0.021166667
2000-02-26T03:28:00Z,0.24765
2000-02-26T04:02:00Z,0.143933333
2000-02-26T05:49:00Z,0
2000-02-26T06:19:00Z,0.127
